TAG_CODE,CAPTURE_CODE,MARCH_FLAG,APR_FLAG,MAY_FLAG,JUNE_FLAG,JULY_FLAG,AUGUST_FLAG,SEP_FLAG,SOCKEYE_FLAG,HATCHERY_REARED,SS_FLAG,LENGTH_MM
3DD.003D424094,0,0,0,0,0,0,0,1,1,1,1,98
3DD.003D281FF1,0,0,1,0,0,0,0,0,1,0,1,165
3DD.003D424CB3,0,0,0,0,0,0,0,1,1,1,1,96
3DD.003D425489,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003C0985AE,0,0,1,0,0,0,0,0,1,1,0,166
384.3B23A23238,0,0,0,0,1,0,0,0,0,0,0,120
3DD.003D424208,0,0,0,0,0,0,0,1,1,1,1,90
3DD.003D42437A,0,0,0,0,0,0,0,1,1,1,1,99
3DD.003D5C6AF7,0,0,0,1,0,0,0,0,1,0,1,138
3DD.003C09ABC1,0,0,0,0,0,0,0,1,1,1,1,97
3DD.003D425326,0,0,0,0,0,0,0,1,1,1,1,101
3DD.003D4252F1,0,0,0,0,0,0,0,1,1,1,1,99
3DD.003D424EDB,0,0,0,0,0,0,0,1,1,1,1,100
3DD.003D4247C3,0,0,0,0,0,0,0,1,1,1,1,82
3DD.003D42434A,0,0,0,0,0,0,0,1,1,1,1,92
3DD.003C09964E,0,0,0,1,0,0,0,0,1,0,1,145
3DD.003D280910,0,0,0,1,0,0,0,0,0,0,0,128
3DD.003D425707,0,0,0,0,0,0,0,1,1,1,1,95
3DD.003BE9E943,0,0,1,0,0,0,0,0,0,0,0,129
3DD.003C09956A,0,0,0,0,0,0,0,1,1,1,1,100
3DD.003D425415,0,0,0,0,0,0,0,1,1,1,1,85
3DD.003D424A8B,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003C09A0B4,0,0,0,0,0,0,0,1,1,1,1,96
3DD.003D423F00,0,0,0,0,0,0,0,1,1,1,1,93
3DD.003C099FD0,0,0,0,0,0,0,0,1,1,1,1,77
3DD.003C0991C2,0,0,1,0,0,0,0,0,1,1,0,176
3DD.003C099970,0,0,0,0,0,0,0,1,1,1,1,97
3DD.003D424787,0,0,0,0,0,0,0,1,1,1,1,85
3DD.003D424333,0,0,0,0,0,0,0,1,1,1,1,90
3DD.003C099522,0,0,0,0,0,0,0,1,1,1,1,96
3DD.003BEA1512,0,0,0,1,0,0,0,0,0,0,0,115
3DD.003D42430D,0,0,0,0,0,0,0,1,1,1,1,108
3DD.003D42458F,0,0,0,0,0,0,0,1,1,1,1,104
3DD.003D280BDA,0,0,0,1,0,0,0,0,0,0,1,155
3DD.003BE9E877,0,0,0,1,0,0,0,0,0,0,0,158
3DD.003D280638,0,0,0,1,0,0,0,0,0,0,0,127
3DD.003D424C2E,0,0,0,0,0,0,0,1,1,1,1,111
3DD.003C099BFC,0,0,0,0,1,0,0,0,1,0,1,166
3DD.003D5C6EEE,0,0,0,0,1,0,0,0,1,0,1,126
3DD.003C09A731,0,0,0,0,0,0,0,1,1,1,1,90
3DD.003D281BEE,0,0,0,1,0,0,0,0,1,0,1,143
3DD.003D42486E,0,0,0,0,0,0,0,1,1,1,1,91
3DD.003D424935,0,0,0,0,0,0,0,1,1,1,1,85
3DD.003C099590,0,0,0,0,0,0,0,1,1,1,1,80
3DD.003C09A8D1,0,0,0,0,0,0,0,1,1,1,1,82
3DD.003D4256E5,0,0,0,0,0,0,0,1,1,1,1,110
3DD.003C09A618,0,0,0,0,0,0,0,1,1,1,1,111
3DD.003D42517C,0,0,0,0,0,0,0,1,1,1,1,89
3DD.003D5C6CCF,0,0,0,1,0,0,0,0,1,0,1,151
3DD.003D423EFE,0,0,0,0,0,0,0,1,1,1,1,86
3DD.003D4253BE,0,0,0,0,0,0,0,1,1,1,1,94
384.3B23A5160C,0,0,0,1,0,0,0,0,0,0,0,116
3DD.003D280A33,0,0,0,1,0,0,0,0,0,0,0,119
3DD.003D42472C,0,0,0,0,0,0,0,1,1,1,1,109
3DD.003C099074,0,0,0,1,0,0,0,0,1,0,1,135
3DD.003D281F2B,0,0,0,1,0,0,0,0,0,0,1,136
3DD.003D424F3F,0,0,0,0,0,0,0,1,1,1,1,90
3DD.003D425466,0,0,0,0,0,0,0,1,1,1,1,89
3DD.003D425022,0,0,0,0,0,0,0,1,1,1,1,90
3DD.003D2819DB,0,0,1,0,0,0,0,0,1,0,1,118
3DD.003D424E48,0,0,0,0,0,0,0,1,1,1,1,81
3DD.003D2806EF,0,1,0,0,0,0,0,0,0,0,0,110
3DD.003D423EF8,0,0,0,0,0,0,0,1,1,1,1,96
3DD.003D423F6B,0,0,0,0,0,0,0,1,1,1,1,90
3DD.003D2805FA,0,1,0,0,0,0,0,0,0,0,0,121
3DD.003C09A12E,0,0,0,0,0,0,0,1,1,1,1,100
3DD.003D42431D,0,0,0,0,0,0,0,1,1,1,1,89
3DD.003D424758,0,0,0,0,0,0,0,1,1,1,1,97
3DD.003D47DFA7,0,0,0,0,0,0,0,0,0,0,1,99
3DD.003D424744,0,0,0,0,0,0,0,1,1,1,1,103
3DD.003D423FE4,0,0,0,0,0,0,0,1,1,1,1,88
3DD.003D425260,0,0,0,0,0,0,0,1,1,1,1,98
3DD.003D280B79,0,0,1,0,0,0,0,0,0,0,0,111
3DD.003D28144A,0,0,0,1,0,0,0,0,0,0,1,141
3DD.003D4242E2,0,0,0,0,0,0,0,1,1,1,1,106
3DD.003D47DDAF,0,0,1,0,0,0,0,0,1,0,1,120
3DD.003D4252A5,0,0,0,0,0,0,0,1,1,1,1,85
3DD.003D4254B2,0,0,0,0,0,0,0,1,1,1,1,95
3DD.003D423EED,0,0,0,0,0,0,0,1,1,1,1,117
3DD.003D2824AD,0,0,0,1,0,0,0,0,0,0,1,156
3DD.003D423E6E,0,0,0,0,0,0,0,1,1,1,1,102
3DD.003D425488,0,0,0,0,0,0,0,1,1,1,1,101
3DD.003D282B3B,0,0,0,1,0,0,0,0,1,0,1,151
3DD.003C099771,0,0,0,0,0,0,0,1,1,1,1,109
3DD.003C09B6E2,0,0,1,0,0,0,0,0,1,1,0,196
3DD.003D424707,0,0,0,0,0,0,0,1,1,1,1,96
3DD.003D425552,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003D4257B5,0,0,0,0,0,0,0,1,1,1,1,98
3DD.003D4256F2,1,0,0,0,0,0,0,1,1,1,1,95
3DD.003D424535,0,0,0,0,0,0,0,1,1,1,1,104
3DD.003D424CD2,0,0,0,0,0,0,0,1,1,1,1,96
3DD.003D4258A6,0,0,0,0,0,0,0,1,1,1,1,89
3DD.003D281C24,0,0,0,1,0,0,0,0,1,0,1,141
3DD.003D5C6AB8,0,0,0,1,0,0,0,0,1,0,1,155
3DD.003D424BAA,0,0,0,0,0,0,0,1,1,1,1,84
3DD.003BE9E95F,0,0,0,0,1,0,0,0,0,0,0,150
3DD.003D424214,0,0,0,0,0,0,0,1,1,1,1,90
3DD.003D5C6E8C,0,0,0,1,0,0,0,0,1,0,1,102
3DD.003C09A876,0,0,0,0,1,0,0,0,1,0,1,157
3DD.003D424D1C,0,0,0,0,0,0,0,1,1,1,1,98
3DD.003BEA1453,0,0,0,0,1,0,0,0,0,0,0,145
3DD.003D425659,0,0,0,0,0,0,0,1,1,1,1,85
3DD.003D47D63E,0,0,0,1,0,0,0,0,1,1,0,147
3DD.003D424E7A,0,0,0,0,0,0,0,1,1,1,1,96
3DD.003C09A917,0,0,0,0,0,0,0,1,1,1,1,97
3DD.003D424529,0,0,0,0,0,0,0,1,1,1,1,106
3DD.003D424E4A,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003D424927,0,0,0,0,0,0,0,1,1,1,1,88
3DD.003D424C4D,0,0,0,0,0,0,0,1,1,1,1,100
3DD.003D5C6F31,0,0,0,0,1,0,0,0,1,0,1,130
3DD.003D4245F0,0,0,0,0,0,0,0,1,1,1,1,91
3DD.003D5C6F02,0,0,0,0,1,0,0,0,1,0,1,119
3DD.003BE9E05C,0,0,0,0,1,0,0,0,0,1,1,141
3DD.003D42437B,0,0,0,0,0,0,0,1,1,1,1,98
3DD.003D42509B,0,0,0,0,0,0,0,1,1,1,1,91
3DD.003D281029,0,0,0,0,0,1,0,0,0,0,1,122
3DD.003D424A87,0,0,0,0,0,0,0,1,1,1,1,88
3DD.003C099C7F,0,0,0,0,0,0,0,1,1,1,1,100
3DD.003C09975D,0,0,0,0,0,0,0,1,1,1,1,89
3DD.003D352E17,0,0,0,0,0,0,0,0,0,0,1,89
3DD.003C0991E1,0,0,0,1,0,0,0,0,1,1,0,170
384.3B23AC4A9A,0,0,0,0,1,0,0,0,0,0,0,120
3DD.003D281FBD,0,0,1,0,0,0,0,0,1,0,1,167
3DD.003C099A57,0,0,0,0,0,0,0,1,1,1,1,90
3DD.003D424B25,0,0,0,0,0,0,0,1,1,1,1,105
3DD.003D5C6EDE,0,0,0,1,0,0,0,0,1,0,1,117
3DD.003D281834,0,0,0,1,0,0,0,0,0,0,0,135
3DD.003C09978F,0,0,0,0,0,0,0,1,1,1,1,101
3DD.003C099C2A,0,0,0,0,1,0,0,0,1,0,1,140
3DD.003C099B90,0,0,0,0,0,0,0,1,1,1,1,98
3DD.003D424AB7,0,0,0,0,0,0,0,1,1,1,1,103
384.3B2395CF70,1,0,0,0,1,0,0,0,0,0,0,121
384.3B23993141,1,0,0,1,0,0,0,0,0,0,0,109
384.3B2398A581,1,0,0,1,0,0,0,0,0,0,0,118
384.3B23993631,1,0,0,1,0,0,0,0,0,0,0,107
384.3B239935AE,1,0,0,1,0,0,0,0,0,0,0,136
384.3B239C48EC,1,0,0,0,1,0,0,0,0,0,0,127
384.3B23A1B12D,1,0,0,0,1,0,0,0,0,0,0,127
384.3B23A2BC16,1,0,0,1,0,0,0,0,0,0,0,112
384.3B23A2EB62,1,0,0,0,1,0,0,0,0,0,0,124
384.3B23A310D1,1,0,0,0,1,0,0,0,0,0,0,128
384.3B23A3A3D0,1,0,0,1,0,0,0,0,0,0,0,127
384.3B23A63F87,1,0,0,0,1,0,0,0,0,0,0,127
384.3B239C1209,1,0,0,0,1,0,0,0,0,0,0,130
384.3B239C2C03,1,0,0,0,1,0,0,0,0,0,0,126
384.3B23A1B208,1,0,0,1,0,0,0,0,0,0,0,113
384.3B23A3AA9C,1,0,0,1,0,0,0,0,0,0,0,123
384.3B23A3B934,1,0,0,1,0,0,0,0,0,0,0,115
384.3B23A592B9,1,0,0,1,0,0,0,0,0,0,0,125
384.3B23A59503,1,0,0,0,1,0,0,0,0,0,0,124
384.3B23A62F1C,1,0,0,1,0,0,0,0,0,0,0,105
384.3B23A6679D,1,0,0,0,1,0,0,0,0,0,0,118
384.3B23A7D53B,1,0,0,0,1,0,0,0,0,0,0,127
384.3B23A8788E,1,0,0,1,0,0,0,0,0,0,0,114
384.3B23A8C42A,1,0,0,0,1,0,0,0,0,0,0,114
384.3B23A998A8,1,0,0,1,0,0,0,0,0,0,0,106
384.3B23ACB0CC,1,0,0,0,1,0,0,0,0,0,0,122
384.3B23AE29C5,1,0,0,1,0,0,0,0,0,0,0,125
384.3B23AFD008,1,0,0,0,1,0,0,0,0,0,0,126
3DD.003BC91E1F,1,0,0,1,0,0,0,0,0,0,0,120
384.3B23ABC94A,1,0,0,0,1,0,0,0,0,0,0,113
384.3B23A8FC5F,1,0,0,1,0,0,0,0,0,0,0,121
384.3B23AEF8A8,1,0,0,0,1,0,0,0,0,0,0,116
384.3B23AF9F3E,1,0,0,0,1,0,0,0,0,0,0,117
384.3B23AFA52A,1,0,0,0,1,0,0,0,0,0,0,129
384.3B23AFB03A,1,0,0,1,0,0,0,0,0,0,0,127
384.3B23B01283,1,0,0,0,1,0,0,0,0,0,0,112
3DD.003BE9D707,1,0,0,1,0,0,0,0,0,0,0,132
3DD.003BE9D70D,1,0,0,1,0,0,0,0,0,0,0,135
3DD.003BE9D6EC,0,0,0,1,0,0,0,0,0,0,0,125
3DD.003BE9E8EC,1,0,1,0,0,0,0,0,0,0,0,118
3DD.003BE9E924,1,0,1,0,0,0,0,0,0,0,0,131
3DD.003BE9E92A,1,0,0,1,0,0,0,0,0,0,0,142
3DD.003BE9E953,1,0,0,1,0,0,0,0,0,0,0,121
3DD.003BE9E979,1,0,0,0,1,0,0,0,0,0,0,149
3DD.003BE9EB19,1,0,0,0,1,0,0,0,0,0,0,146
3DD.003BE9EB25,0,0,0,1,0,0,0,0,0,0,0,132
3DD.003BE9EBAE,0,0,0,1,0,0,0,0,0,0,0,135
3DD.003BEA130F,1,0,0,1,0,0,0,0,0,0,0,133
3DD.003BEA1315,1,0,0,1,0,0,0,0,0,0,0,135
3DD.003BEA1322,0,0,0,1,0,0,0,0,0,0,0,125
3DD.003BEA1334,1,0,0,1,0,0,0,0,0,0,0,128
3DD.003BEA1336,1,0,1,0,0,0,0,0,0,0,0,122
3DD.003BE9EB47,1,0,1,0,0,0,0,0,0,0,0,135
3DD.003BE9E88B,1,0,1,0,0,0,0,0,0,0,0,125
3DD.003BE9E8D9,1,0,0,0,1,0,0,0,0,0,0,147
3DD.003BE9E8F3,0,0,0,0,1,0,0,0,0,0,0,145
3DD.003BE9E912,1,0,0,0,1,0,0,0,0,0,0,131
3DD.003BE9E987,1,0,0,0,1,0,0,0,0,0,0,133
3DD.003BE9EA61,1,0,1,0,0,0,0,0,0,0,0,136
384.3B23A50F3D,1,0,0,1,0,0,0,0,0,0,0,106
3DD.003BE9E90E,1,0,1,0,0,0,0,0,0,0,0,118
3DD.003BE9EB5A,1,0,1,0,0,0,0,0,0,0,0,121
3DD.003BE9EADF,0,0,0,1,0,0,0,0,0,0,0,130
3DD.003BE9EB4F,1,0,1,0,0,0,0,0,0,0,0,124
3DD.003BEA1302,1,0,0,1,0,0,0,0,0,0,0,108
3DD.003BEA1343,1,0,1,0,0,0,0,0,0,0,0,111
3DD.003BE9EA6C,1,0,1,0,0,0,0,0,0,0,0,136
3DD.003BE9EBB3,1,0,0,1,0,0,0,0,0,0,0,114
3DD.003BEA1362,1,0,0,1,0,0,0,0,0,0,0,141
3DD.003BEA1399,1,0,1,0,0,0,0,0,0,0,0,124
3DD.003BEA13BC,1,0,0,0,1,0,0,0,0,0,0,137
3DD.003BEA143C,1,0,0,1,0,0,0,0,0,0,0,135
3DD.003BEA1444,0,0,1,0,0,0,0,0,0,0,0,124
3DD.003BEA1514,0,0,0,1,0,0,0,0,0,0,0,145
3DD.003BEA1521,1,0,1,0,0,0,0,0,0,0,0,135
3DD.003BEA1551,0,0,0,1,0,0,0,0,0,0,0,121
3DD.003BEA1380,1,0,0,1,0,0,0,0,0,0,0,140
3DD.003BEA138B,0,0,0,1,0,0,0,0,0,0,0,142
3DD.003BEA1398,1,0,1,0,0,0,0,0,0,0,0,131
3DD.003BEA13A6,1,0,0,1,0,0,0,0,0,0,0,122
3DD.003BEA13BE,1,0,1,0,0,0,0,0,0,0,0,126
3DD.003BEA13EB,1,0,0,0,1,0,0,0,0,0,0,133
3DD.003BEA1405,1,0,0,1,0,0,0,0,0,0,0,133
3DD.003BEA1427,1,0,1,0,0,0,0,0,0,0,0,104
3DD.003BEA1465,0,0,0,1,0,0,0,0,0,0,0,123
3DD.003BEA1473,1,0,0,0,1,0,0,0,0,0,0,144
3DD.003BEA1492,1,0,0,1,0,0,0,0,0,0,0,28
3DD.003BEA154A,1,0,1,0,0,0,0,0,0,0,0,134
3DD.003BEA1590,1,0,0,1,0,0,0,0,0,0,0,138
3DD.003BEA1606,1,0,0,1,0,0,0,0,0,0,0,131
3DD.003BEA1616,1,0,0,0,1,0,0,0,0,0,0,139
3DD.003BEA1620,1,0,0,1,0,0,0,0,0,0,0,138
3DD.003BEA1628,1,0,1,0,0,0,0,0,0,0,0,139
3DD.003BEA1637,1,0,0,1,0,0,0,0,0,0,0,138
3DD.003BEA1657,0,0,0,0,1,0,0,0,0,0,0,136
3DD.003BEA1660,1,0,1,0,0,0,0,0,0,0,0,118
3DD.003BF19BE1,1,0,1,0,0,0,0,0,0,0,0,135
3DD.003BF66B18,1,1,0,0,0,0,0,0,0,0,0,125
3DD.003BF698B6,1,0,1,0,0,0,0,0,0,0,0,135
3DD.003BF698E6,1,0,0,1,0,0,0,0,0,0,0,144
3DD.003BEA15A6,1,0,0,1,0,0,0,0,0,0,0,115
3DD.003BEA164A,1,0,0,0,1,0,0,0,0,0,0,131
3DD.003BEA164B,1,0,1,0,0,0,0,0,0,0,0,102
3DD.003BEA1664,1,0,1,0,0,0,0,0,0,0,0,134
3DD.003BEA168C,1,0,0,1,0,0,0,0,0,0,0,140
3DD.003BF698CD,1,0,1,0,0,0,0,0,0,0,0,122
3DD.003BF699DB,0,0,1,0,0,0,0,0,0,0,0,129
3DD.003C098C99,1,0,0,1,0,0,0,0,1,1,0,173
3DD.003C098B01,1,0,1,0,0,0,0,0,1,1,0,153
3DD.003C098FBE,0,0,0,1,0,0,0,0,1,1,0,177
3DD.003C099126,1,0,1,0,0,0,0,0,1,1,0,188
3DD.003C09919F,0,0,1,0,0,0,0,0,1,1,0,181
3DD.003C099217,0,0,1,0,0,0,0,0,1,1,0,180
3DD.003C09958E,1,0,0,0,0,0,0,1,1,1,1,90
3DD.003C09975E,1,0,0,0,0,0,0,1,1,1,1,89
3DD.003C0998B4,1,0,0,0,0,0,0,1,1,1,1,93
3DD.003C099B0F,1,0,0,0,0,0,0,1,1,1,1,97
3DD.003C099B1B,1,0,0,0,0,0,0,1,1,1,1,93
3DD.003C099872,1,0,0,0,0,0,0,1,1,1,1,107
3DD.003C099945,1,0,0,0,0,0,0,1,1,1,1,97
3DD.003C099B3A,1,0,0,0,0,0,0,1,1,1,1,103
3DD.003C099BA6,1,0,0,0,0,0,0,1,1,1,1,88
3DD.003C099BB7,1,0,0,0,0,0,0,1,1,1,1,97
3DD.003C099D9D,0,0,0,0,0,0,0,1,1,1,1,83
3DD.003C099DAE,0,0,0,0,0,0,0,1,1,1,1,90
3DD.003C099F87,0,0,0,0,0,0,0,1,1,1,1,104
3DD.003C09A01E,1,0,0,0,0,0,0,1,1,1,1,97
3DD.003C099F99,0,0,0,0,0,0,0,1,1,1,1,113
3DD.003C09A6DA,1,0,0,0,0,0,0,1,1,1,1,93
3DD.003C09ABAC,1,0,0,0,0,0,0,1,1,1,1,99
3DD.003C09A703,1,0,0,0,0,0,0,1,1,1,1,107
3DD.003C09A8B0,1,0,0,0,0,0,0,1,1,1,1,100
3DD.003C09A912,1,0,0,0,0,0,0,1,1,1,1,103
3DD.003C09AAB9,1,0,0,0,0,0,0,1,1,1,1,90
3DD.003C09AB60,1,0,0,0,0,0,0,1,1,1,1,90
3DD.003C09AE4C,1,0,1,0,0,0,0,0,0,0,0,119
3DD.003C09AF5F,1,0,1,0,0,0,0,0,1,1,0,187
3DD.003C09B094,1,0,0,1,0,0,0,0,0,0,0,150
3DD.003C09B190,0,0,0,1,0,0,0,0,1,1,0,183
3DD.003C09B436,1,0,0,1,0,0,0,0,0,0,0,148
3DD.003C09B959,1,0,1,0,0,0,0,0,1,1,0,162
3DD.003C09BA82,1,0,1,0,0,0,0,0,0,0,0,135
3DD.003D280534,1,0,1,0,0,0,0,0,0,0,0,134
3DD.003D28059F,1,0,1,0,0,0,0,0,0,0,0,116
3DD.003D280625,1,0,0,1,0,0,0,0,0,0,0,126
3DD.003D28066D,1,0,1,0,0,0,0,0,0,0,0,117
3DD.003D28068C,1,1,0,0,0,0,0,0,0,0,0,136
3DD.003D280550,1,0,1,0,0,0,0,0,0,0,0,121
3DD.003D2805BE,1,1,0,0,0,0,0,0,0,0,0,112
3DD.003D280658,1,0,1,0,0,0,0,0,0,0,0,129
3DD.003D28077F,1,1,0,0,0,0,0,0,0,0,0,116
3DD.003D2808B9,0,1,0,0,0,0,0,0,0,0,0,114
3DD.003D28087A,1,0,0,1,0,0,0,0,0,0,0,140
3DD.003D280890,1,1,0,0,0,0,0,0,0,0,0,125
3DD.003D280A0A,0,0,1,0,0,0,0,0,0,0,0,117
3DD.003D280ACF,1,0,0,1,0,0,0,0,0,0,0,131
3DD.003D280B2E,1,0,1,0,0,0,0,0,0,0,0,138
3DD.003D28092C,1,1,0,0,0,0,0,0,0,0,0,108
3DD.003D2809EC,1,0,1,0,0,0,0,0,0,0,0,115
3DD.003D280A2C,1,0,1,0,0,0,0,0,0,0,0,132
3DD.003D280A3E,1,0,0,1,0,0,0,0,0,0,0,126
3DD.003D280BF7,0,0,1,0,0,0,0,0,0,0,0,112
3DD.003D280CB2,1,0,0,1,0,0,0,0,0,0,0,152
3DD.003D280CB6,1,0,1,0,0,0,0,0,0,0,0,125
3DD.003D280DBA,1,0,1,0,0,0,0,0,0,0,0,129
3DD.003D280E47,1,1,0,0,0,0,0,0,0,0,0,132
3DD.003D280F5F,1,0,1,0,0,0,0,0,0,0,0,123
3DD.003D281133,1,0,1,0,0,0,0,0,0,0,0,131
3DD.003D28113B,1,1,0,0,0,0,0,0,0,0,0,130
3DD.003D281172,0,1,0,0,0,0,0,0,0,0,0,140
3DD.003D280DA0,1,1,0,0,0,0,0,0,0,0,0,114
3DD.003D280E0E,1,0,1,0,0,0,0,0,0,0,0,118
3DD.003D280E75,0,0,1,0,0,0,0,0,0,0,0,122
3DD.003D280EE4,1,0,1,0,0,0,0,0,0,0,0,142
3DD.003D281036,1,0,1,0,0,0,0,0,0,0,0,133
3DD.003D28114E,1,1,0,0,0,0,0,0,0,0,0,117
3DD.003D281178,1,0,0,1,0,0,0,0,0,0,0,129
3DD.003D281337,1,0,1,0,0,0,0,0,0,0,0,132
3DD.003D28137E,1,0,1,0,0,0,0,0,0,0,0,126
3DD.003D281515,1,0,0,1,0,0,0,0,0,0,0,122
3DD.003D28160B,1,0,1,0,0,0,0,0,0,0,0,115
3DD.003D2814B4,1,0,1,0,0,0,0,0,0,0,0,109
3DD.003D281517,1,1,0,0,0,0,0,0,0,0,0,134
3DD.003D281663,1,1,0,0,0,0,0,0,0,0,0,121
3DD.003D2816B0,1,0,1,0,0,0,0,0,0,0,0,125
3DD.003D2816FD,1,1,0,0,0,0,0,0,0,0,0,113
3DD.003D28175A,1,0,1,0,0,0,0,0,0,0,0,115
3DD.003D281805,1,0,1,0,0,0,0,0,0,0,0,136
3DD.003D281E53,1,1,0,0,0,0,0,0,0,0,0,116
3DD.003D352ECD,1,0,1,0,0,0,0,0,1,1,0,136
3DD.003D423E78,1,0,0,0,0,0,0,1,1,1,1,100
3DD.003D42407D,1,0,0,0,0,0,0,1,1,1,1,102
3DD.003D4240C2,0,0,0,0,0,0,0,1,1,1,1,108
3DD.003D4242A6,0,0,0,0,0,0,0,1,1,1,1,91
3DD.003D4242E9,1,0,0,0,0,0,0,1,1,1,1,86
3DD.003D28165C,1,0,1,0,0,0,0,0,0,0,0,113
3DD.003D2816FA,1,0,1,0,0,0,0,0,0,0,0,130
3DD.003D28183A,1,1,0,0,0,0,0,0,0,0,0,118
3DD.003D282014,1,1,0,0,0,0,0,0,0,0,0,112
3DD.003D352EF3,1,0,0,1,0,0,0,0,1,1,0,138
3DD.003D352F27,1,0,0,1,0,0,0,0,1,1,0,145
3DD.003D423F6D,1,0,0,0,0,0,0,1,1,1,1,107
3DD.003D42418C,1,0,0,0,0,0,0,1,1,1,1,87
3DD.003D4241F8,1,0,0,0,0,0,0,1,1,1,1,99
3DD.003D4245DA,1,0,0,0,0,0,0,1,1,1,1,85
3DD.003D2827AD,1,0,1,0,0,0,0,0,0,0,0,146
3DD.003D424612,1,0,0,0,0,0,0,1,1,1,1,86
3DD.003D424716,0,0,0,0,0,0,0,1,1,1,1,104
3DD.003D424929,1,0,0,0,0,0,0,1,1,1,1,104
3DD.003D424AF0,1,0,0,0,0,0,0,1,1,1,1,90
3DD.003D424BB2,1,0,0,0,0,0,0,1,1,1,1,93
3DD.003D42490B,1,0,0,0,0,0,0,1,1,1,1,117
3DD.003D4250A0,1,0,0,0,0,0,0,1,1,1,1,91
3DD.003D425128,0,0,0,0,0,0,0,1,1,1,1,112
3DD.003D4251F2,1,0,0,0,0,0,0,1,1,1,1,89
3DD.003D4252A3,1,0,0,0,0,0,0,1,1,1,1,98
3DD.003D4253B9,1,0,0,0,0,0,0,1,1,1,1,88
3DD.003D425401,1,0,0,0,0,0,0,1,1,1,1,83
3DD.003D425765,1,0,0,0,0,0,0,1,1,1,1,87
3DD.003D425784,1,0,0,0,0,0,0,1,1,1,1,89
3DD.003D42584F,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003D425573,1,0,0,0,0,0,0,1,1,1,1,84
3DD.003D4255BE,1,0,0,0,0,0,0,1,1,1,1,82
3DD.003D42560C,1,0,0,0,0,0,0,1,1,1,1,84
3DD.003D425835,1,0,0,0,0,0,0,1,1,1,1,95
3DD.003D424891,0,0,0,0,0,0,0,1,1,1,1,92
3DD.003D42529A,0,0,0,0,0,0,0,1,1,1,1,88
3DD.003D5C6AAD,0,0,0,1,0,0,0,0,1,0,1,130
3DD.003D425144,0,0,0,0,0,0,0,1,1,1,1,83
3DD.003D424037,0,0,0,0,0,0,0,1,1,1,1,105
3DD.003D42430E,0,0,0,0,0,0,0,1,1,1,1,107
3DD.003D424CB2,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003D424BA3,0,0,0,0,0,0,0,1,1,1,1,108
3DD.003D4248AD,0,0,0,0,0,0,0,1,1,1,1,97
3DD.003D423FBB,0,0,0,0,0,0,0,1,1,1,1,104
3DD.003C099B8B,0,0,0,0,0,0,0,1,1,1,1,81
3DD.003D280E42,0,0,1,0,0,0,0,0,0,0,0,130
3DD.003D425796,0,0,0,0,0,0,0,1,1,1,1,103
3DD.003BF69788,1,0,1,0,0,0,0,0,0,0,0,103
3DD.003C09AD99,0,0,1,0,0,0,0,0,1,1,0,189
3DD.003D2815D9,1,1,0,0,0,0,0,0,0,0,0,124
3DD.003D424408,1,0,0,0,0,0,0,1,1,1,1,80
3DD.003D42540C,0,0,0,0,0,0,0,1,1,1,1,98
3DD.003C09AA9E,0,0,0,0,0,0,0,1,1,1,1,102
3DD.003C099577,0,0,0,0,0,0,0,1,1,1,1,87
3DD.003C09A54F,0,0,0,0,0,0,0,1,1,1,1,85
3DD.003D424909,0,0,0,0,0,0,0,1,1,1,1,108
3DD.003C09AB03,0,0,0,0,0,0,0,1,1,1,1,104
3DD.003D424088,0,0,0,0,0,0,0,1,1,1,1,105
3DD.003D424BE3,0,0,0,0,0,0,0,1,1,1,1,90
3DD.003C099F53,0,0,0,0,0,0,0,1,1,1,1,93
3DD.003D5C709A,0,0,0,1,0,0,0,0,1,0,1,128
3DD.003C09A6BF,0,0,0,0,0,0,0,1,1,1,1,84
3DD.003D4246B9,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003D4807D6,0,1,0,0,0,0,0,0,1,0,1,90
3DD.003C0999CA,0,0,0,0,0,0,0,1,1,1,1,100
3DD.003D423D6D,0,0,0,0,0,0,0,1,1,1,1,89
3DD.003D4253C9,0,0,0,0,0,0,0,1,1,1,1,99
3DD.003BE9D6CA,0,0,0,1,0,0,0,0,0,0,0,134
3DD.003BE9EAEB,0,0,0,1,0,0,0,0,0,0,0,135
3DD.003D2815BB,0,0,1,0,0,0,0,0,0,0,0,132
3DD.003D47DFBA,0,0,0,0,0,0,0,0,0,0,1,89
3DD.003D4241C1,0,0,0,0,0,0,0,1,1,1,1,83
3DD.003D42491C,0,0,0,0,0,0,0,1,1,1,1,116
3DD.003BC9284B,0,0,0,0,1,0,0,0,0,0,0,117
3DD.003D5C6ACD,0,0,0,1,0,0,0,0,1,0,1,230
3DD.003D424924,0,0,0,0,0,0,0,1,1,1,1,101
3DD.003D425542,0,0,0,0,0,0,0,1,1,1,1,100
3DD.003D425586,0,0,0,0,0,0,0,1,1,1,1,94
3DD.003D424FCB,0,0,0,0,0,0,0,1,1,1,1,99
